bibcode,citation_context_no,citation_context,target_reference,distance_used_score,comment_score
2022MNRAS.515.5927S,1,"The Gaia mission Data Release 2 (Gaia DR2) (Gaia Collaboration et al. 2018) contains the positions and optical bright-ness of ∼1.7 billion stars. Around 1.3 billion stars in the catalogue have precise measurements of distance and proper motion calculated by Bailer-Jones et al. (2018). Therefore, in this work, the Gaia DR2 data are used to construct the EMZ for stars with Gaia magnitude G< 20. This magnitude limit is decided from the completeness of Gaia DR2 data. Our work is organised as follows. In Section 2, our calculation and assumptions are described",bj_2018,0.79575514793396,0.24856692552566528
2022MNRAS.515.5927S,2,"3 billion sources with positions and proper motions (Gaia Collaboration et al. 2018), is used. For sources brighter than G= 20, the catalogue provides proper motion with uncertainty of 1.2 mas yr-1. The source distances are obtained from the estimated distance catalogue of Bailer-Jones et al. (2018), which estimates the distance in parsec from the Gaia parallaxes. The Gaia’s source_id is encoded using the nested Hierarchical Equal Area isoLatitude Pixelation (HEALPix) (Gorski et al. 1999) scheme at level 12, which divides the sky into ≃200 million pixels with resolution ∼0.014◦",bj_2018,0.7059508562088013,0.015257343649864197
2018ApJ...864...26J,1,"On the other hand, if ρ(d, θ, φ) decreases rapidly enough as d →∞, the divergence disappears entirely. With this in mind, we adopt a prior on the distance d to each pulsar based on a model of the Galactic pulsar population. This approach is similar to that advocated by Bailer-Jones et al. (2018) for estimating distances from Gaia parallax data, but uses a pulsar-specific model for the space density ρ. Our model is based on that of Lorimer et al. (2006), but we adopt a larger vertical scale height of 500 pc for millisecond pulsars, following Verbiest et al. (2012)",bj_2018,0.5910344123840332,0.17772479355335236
2023MNRAS.524.4220P,1,"On the other hand, if one compares the photometric distance calculated from the spectro-photodynamical solution dphot = 245 ± 8 pc with the Gaia DR3-derived one dGaiaDR3 = 247±2 pc (Bailer-Jones et al. 2021) the agreement looks perfect",bj_2021,0.7907678484916687,0.2872783839702606
2023MNRAS.524.4220P,2,"03 5 i′ (mag) 6.80 0.03 5 z′ (mag) 6.91 0.03 5 J(mag) 6.433 0.019 6 H(mag) 6.433 0.026 6 K(mag) 6.466 0.020 6 W1 (mag) 6.467 0.023 7 W2 (mag) 6.420 0.023 7 W3 (mag) 6.536 0.015 7 W4 (mag) 6.490 0.067 7 Sources: (1) TIC-8 (Stassun et al. 2018), (2) Gaia DR3 (Gaia Collaboration et al. 2022), (3) Bailer-Jones et al. (2021) (4) Tycho-2 catalog (Høg et al. 2000), (5) Ofek (2008) (6) 2MASS All-Sky Catalog of Point Sources (Skrutskie et al. 2006), (7) AllWISE catalog (Cutri et al. 2012) respectively)",bj_2021,0.7800571918487549,0.5085955858230591
2021ApJ...923L..34B,1,"sian uncertainties and taking into account the covariances re-ported by Gaia. We apply an exponentially decreasing space density prior on the distance, with a scale length of 1350 pc (e.g., Astraatmadja & Bailer-Jones 2016), and apply an em-pirical correction2 to the parallax zero-point (Lindegren et al. 2021). We utilize radial velocities from Shen et al. (2018b) for D6-1 and D6-3, and Chandra et al. (2021) for D6-2",astraatmadja_2016,0.5479788184165955,0.3176087439060211
2019ApJ...883L..16C,1,2018a) α R.A. (hh:mm:ss) 11:02:45.96 δ Dec. (dd:mm:ss) -16:24:22.29 μα (mas yr-1) -221.08 ± 0.22 Gaia DR2 μδ (mas yr-1) -59.00 ± 0.14 Gaia DR2 Distance (pc) 26.493 ± 0.064 Gaia DR2 (Bailer-Jones et al. 2018) Photometric Properties V (mag) .......... 16.9 ± 0.2 TIC v8 G (mag) .......... 15.0715 ± 0.0013 Gaia DR2 (Gaia Collaboration et al. 2018) GBP (mag) .......... 17.23831 ± 0.0072 Gaia DR2 GRP (mag) .......... 13.69512 ± 0.0029 Gaia DR2 u (mag).......... 21.28 ± 0.14 SDSS (Albareti et al,bj_2018,0.7404944896697998,0.6559256315231323
2021OEJV..217....1L,1,"The NASA/IPAC Infrared Science Archive gives the total reddening in this direction as EB-V = 1.6 -1.8 (Schlegel et al., 1998; Schlafly & Finkbeiner, 2011) suggesting AV ∼5 magnitudes. However, Gaia provides a distance of 1032 ± 12 pc (Gaia Collaboration, 2020; Bailer-Jones et al., 2021) and the 3D Dust Maps of Green et al. (2019) and Lallement et al. (2018) suggest that the bulk of the reddening occurs beyond 2 kpc. Using Green et al.’s Bayestar19 calibration, EB-V = 0.94±0.06Eg-r, with Eg-r = 0.20 ± 0.02 at 1032 pc, EB-V = 0.19 ± 0.03, . Lallement et al",bj_2021,0.6932518482208252,0.32951080799102783
2020A&A...641A.127R,1,"Another explanation for this could be that the star is a foreground star. Table D.1 lists 38 stars with contradictory parallaxes. Given the error of the par-allax σ(πStar) and assuming a Gaussian distribution (this is not entirely true, but sufficient for large distances, see, for example, Bailer-Jones 2015; Luri et al. 2018), we can calculate the proba-bility P that the star has a parallax in agreement with the distance to the galaxy. We calculate P as the integral of the probability density function: P(πG) = 1 -1 σ(πStar) · √ 2π πG Z -∞ e -0.5·  πG-πStar σ(πStar) 2 dπG, (D",bj_2015,0.610041081905365,0.22704541683197021
2020A&A...641A.127R,2,"Derived effective temperature in comparison with photometric and literature values for stars in Sculptor. The comparison with literature includes Hill et al. (2019, phot.), Kirby et al. (2010, phot.), and Simon et al. (2015, spec.). to an overestimation of the distance or even negative distances (Bailer-Jones 2015; Luri et al. 2018; Bailer-Jones et al. 2018). For the here shown sample (Table D.1) the derived distances are too small. The distances given by Bailer-Jones et al. (2018) are even smaller (∼2 -3 kpc for most stars in Table D.1, irre-spective of the galaxy they reside in)",bj_2015,0.4960978627204895,0.38321805000305176
2020A&A...641A.127R,3,"The comparison with literature includes Hill et al. (2019, phot.), Kirby et al. (2010, phot.), and Simon et al. (2015, spec.). to an overestimation of the distance or even negative distances (Bailer-Jones 2015; Luri et al. 2018; Bailer-Jones et al. 2018). For the here shown sample (Table D.1) the derived distances are too small. The distances given by Bailer-Jones et al. (2018) are even smaller (∼2 -3 kpc for most stars in Table D.1, irre-spective of the galaxy they reside in)",bj_2018,0.4333275258541107,0.49615809321403503
2020A&A...641A.127R,4,"), Kirby et al. (2010, phot.), and Simon et al. (2015, spec.). to an overestimation of the distance or even negative distances (Bailer-Jones 2015; Luri et al. 2018; Bailer-Jones et al. 2018). For the here shown sample (Table D.1) the derived distances are too small. The distances given by Bailer-Jones et al. (2018) are even smaller (∼2 -3 kpc for most stars in Table D.1, irre-spective of the galaxy they reside in)",bj_2018,0.53106689453125,0.4368218779563904
2020A&A...641A.127R,5,"(2018) are even smaller (∼2 -3 kpc for most stars in Table D.1, irre-spective of the galaxy they reside in). These small values orig-inate from a small assumed prior (∼600 pc, for most of the here shown stars) in the Bayesian distance estimate, which has been adopted for near-by MW stars by Bailer-Jones et al. (2018). A larger prior may lead to larger distances for stars with very uncertain parallaxes. However, for stars with certain parallaxes (σ(πStar) ≲50%), the distance may still disagree with the ones from the dSph galaxies",bj_2018,0.6238030195236206,0.7671067714691162
2024MNRAS.52711925M,1,"83+323955.6. RA (J2000) 04h09m01s.8343 Dec (J2000) +32◦39′55′′.7627 l 164.12944◦ b -13.9698◦ dist (pc) 2499.47+151.41 -162.44 Gaia DR3 [1] V(mag) 14.678 ± 0.148 APASS-9 [2] B(mag) 15.006 ± 0.218 APASS-9 [2] BP-RP 0.468 ± 0.036 Gaia eDR3 [3] E(B-V) 0.2260.02 -0.01 3D Dust Mapping [4] [1] - Bailer-Jones et al. (2021), [2] - Henden et al. (2016), [3] - Gaia Collaboration et al. (2021), [4] - Green et al. (2019). Figure 1. Position of J0409+3239 in the color-magnitude diagram. Solid black lines show Geneva evolutionary tracks (Ekström et al",bj_2021,0.5946150422096252,0.36342960596084595
2024MNRAS.52711925M,2,"(2018). There the star is mentioned as a non-periodic object with V=14.48 mag and amplitude of 0.39 mag. Table 1 presents the coordinates of the object, distance estima-tions according to Gaia third Data Releases (DR3; Bailer-Jones et al. (2021)), photometric data from different catalogs and an estimation of interstellar reddening E(B-V) in the direction of J0409+3239 . For estimation of E(B-V) we used the distance from Gaia DR3, MNRAS 000, 1-10 (2023) New object with WR phenomenon 3 Table 2. Summary of spectral data used in present work",bj_2021,0.6108407378196716,0.06156414374709129
2021ApJ...911..108H,1,"Spectra are offset by a constant in order visualize them on the same plot. Each star represented by a colored circle in the left panel was used to generate the median stacked spectrum (with the same color) in the right panel. allax (e.g., Bailer-Jones 2015; Astraatmadja & Bailer-Jones 2016). We also do not apply reddening corrections to these colors because HETDEX fields were chosen ex-plicitly to have relatively low (i.e., E(B -V ) < 0.05) extinction",bj_2015,0.7215961813926697,0.5122548341751099
2021ApJ...911..108H,2,"Spectra are offset by a constant in order visualize them on the same plot. Each star represented by a colored circle in the left panel was used to generate the median stacked spectrum (with the same color) in the right panel. allax (e.g., Bailer-Jones 2015; Astraatmadja & Bailer-Jones 2016). We also do not apply reddening corrections to these colors because HETDEX fields were chosen ex-plicitly to have relatively low (i.e., E(B -V ) < 0.05) extinction",astraatmadja_2016,0.7215961813926697,0.5122548341751099
2021A&A...650A.112Z,1,"6; eclipsing binaries have G variability up to 30% and roughly equal GBP and GRP variability. Fig. 7 (right) shows the same as Fig. 7 (left) but for the sources selected in Section 3 (see below), that have astro-kinematic distances compatible with those esti-mated by Bailer-Jones et al. (2018). This selection removes RR Lyrae stars, while retaining eclipsing binaries: this is expected as RR Lyrae stars do not follow the same kinematics as the OBA stars that we are interested in. 2.1.2",bj_2018,0.6955212950706482,0.32340991497039795
2021A&A...650A.112Z,2,"Fig. 6. Left: G magnitude distribution of all the OBA stars selected in Section 2.1 (orange histogram) and of the sources selected in Section 3, with astro-kinematic distances comparable with those estimated by Bailer-Jones et al. (2018) (grey histogram). Right: absolute magnitude distribution of all the OBA stars selected in Section 2.1, computed by using their parallax (orange histogram), and of the sources selected in Section 3, computed by using their astro-kinematic distances (grey histogram)",bj_2018,0.7696676850318909,0.06553538888692856
2021A&A...650A.112Z,3,"Appendix B.3: Luminosity function We assume that the Milky Way has a universal luminosity func-tion φ(MKs) = φ(MKs(mKs, d)), where MKs is the absolute mag-nitude in the 2MASS Ks band, and MKs = mKs -5 log10(d) + 5. Contrary to Poggio et al. (2020) or Astraatmadja & Bailer-Jones (2016), we use the near-infrared Ks band to be able to neglect extinction, at least as a first approximation. Following the pro-cedure outlined by Poggio et al",astraatmadja_2016,0.045413196086883545,0.04337914660573006
2020A&A...640A..40H,1,"4.3. Space distribution To investigate the location of our sample stars in the Galac-tic [XYZ] plane, the corresponding coordinates were obtained from a conversion of spherical Galactic coordinates (latitude and longitude) to Cartesian coordinates using the distance d from Bailer-Jones et al. (2018). In this work, the positive X-axis points towards the Galactic centre, the Y-axis is positive in the direction of Galactic rotation and the positive Z-axis points to-wards the north Galactic pole. Only objects with absolute par-allax errors less than 25 % were considered in this process",bj_2018,0.7830632328987122,0.24004624783992767
2021arXiv210707230P,1,"Full lines represent the values calculated with the assumed distribution of uncertainties, dashed lines represent the same cluster but assuming constant σ̟ = 0.07 mas. distribution and then determine the posterior distribution. Possible approaches to this problem were described by Bailer-Jones (2015). Another solution would be to observe the parallax of the same star multiple times but this is not practical",bj_2015,0.5923424363136292,0.6089150309562683
2021arXiv210707230P,2,"We will simulate a cluster of 1000 stars at the distance rtrue = 2.0 kpc with cluster size s = 5 pc. Inverse-parallax distances toward the individ-ual stars are calculated simply as rinv = ̟-1. The Bayesian distances can be calculated as described in Bailer-Jones (2015), with the help of the exponen-tially decreasing volume density prior - the distance of a star is found as the maximum in the PDF assuming the characteristic length scale L = 1.2 kpc",bj_2015,0.5053805708885193,0.3298732340335846
2021arXiv210707230P,3,"As we already have an acceptable estimate of the distance and of its error (r, er), we only need to get the variances of distances of the individual members of clusters. To find these, we will use the distances rbay resulting from a Bayesian approach (taken from Bailer-Jones et al. 2018) and the inverse-parallax distances rinv. Before we start our analysis, let us estimate what we should expect from rbay and rinv. We will simulate a cluster of 1000 stars at the distance rtrue = 2.0 kpc with cluster size s = 5 pc",bj_2018,0.7227239608764648,0.2675938308238983
2021arXiv210707230P,4,"The mentioned errors are taken from the used data sets. For the purpose of this work, we have chosen to work with the data from Cantat-Gaudin et al. (2018) and Bailer-Jones et al. (2018). The former presents one of the most recent compilations of parallaxes for a larger number of open clusters. The latter data set gives the largest sample (∼109) of distances for Galactic stars - we have used those which coincide with the catalogue from Cantat-Gaudin et al. (2018)",bj_2018,0.8668944835662842,0.4305149018764496
2021arXiv210707230P,5,"9 by slightly enhancing the size of the tail toward larger projected widths at the expense of lowering the peak at lower values of the distribution. Finally, we have also calculated the values of the sigma parameter σr from σ̟ using both, inverse-parallax approach as well as the distances from Bailer-Jones et al. (2018), who included two parts into the prior of their analysis - the exponentially decreasing volume density term and a Galactic model term",bj_2018,0.7840929627418518,0.5419343709945679
2021arXiv210707230P,6,"The distances in this work were determined by using the most typical procedures - the inversion of parallaxes and the Bayesian method with decreasing volume density prior. For the second procedure, we used the values presented by Bailer-Jones et al. (2018) who also included a Galactic model in their prior which influences the distances of the open clusters by slightly un-derestimating these values. The comparison of the two data sets of distances with the isochrone fitting methods shows that the calculated distances are in a good agreement",bj_2018,0.737490713596344,0.1954767405986786
2021arXiv210707230P,7,"(2018). We conclude that this affects the determination of distances not only when using inverted parallaxes but also when the Bayesian approach with decreasing volume den-sity prior is applied. The use of the Galactic model in the prior in Bailer-Jones et al. (2018) seems to have little to no effect on the apparent elongation of clusters along the line of sight. It is possible that the situation will improve when a better prior is used, like the one mentioned in Carrera et al. (2019)",bj_2018,0.463094562292099,0.8831465840339661
2021MNRAS.501.3502H,1,"An overview of NGC 2024. The main image is a 1.6 μm F160W HST mosaic taken from MAST (Arce et al. 2016). Overlaid are Herschel PACS blue 70um contours, from 1-6 Jy/pixel (Stutz et al. 2013). The 60′′ grid is 0.12 pc at a distance of 414 pc (Menten et al. 2007; Bailer-Jones et al. 2018). Star symbols denote the main UV sources (IRS1 and IRS2). Circles denote the three proplyds introduced in this paper. The diagonal dashed line separates the two populations of marginally different age, but substantially different disc fraction (van Terwisga et al. 2020)",bj_2018,0.6635210514068604,0.38071495294570923
2021MNRAS.501.3502H,2,"We therefore used the data directly as it appears in the science archive, with no further manipulation. We use a single field that is image 1 from Proposal ID 5983, F656N, PI: Stapelfeldt 1995. The pixel size is 0.1′′which cor-responds to 41 au at a distance of 414 pc (Menten et al. 2007; Bailer-Jones et al. 2018). 4.2 NICMOS Paschen α The main dataset that we use was originally obtained in 2003 by Stapelfeldt & Hines (Proposal ID: 9424, PI Stapelfeldt)",bj_2018,0.24992166459560394,0.01920299604535103
2021MNRAS.501.3502H,3,"5.2 Proplyd 1 Proplyd 1, discovered in F656N H α (and preliminarily in-troduced in the proceedings of Stapelfeldt et al. 1997) is shown in Figure 3. It is at a projected separation (assuming a distance of 414 pc, Menten et al. 2007; Bailer-Jones et al. 2018) of 0.055 pc from the B0.5V star IRS 1, towards which its bright cusp is directed. The morphology of Proplyd 1 is not simply cometary, with additional H α emission extend-ing to the south west. We interpret this as being from a jet. From equations 2 and 4 the UV and ionising flux is 2",bj_2018,0.814376711845398,0.39359182119369507
2025arXiv251219218P,1,"57-227.58 d (Fekel et al. 2000; Schaefer 2023a; Planquart et al. 2025), and the V-band light curve shows a 0.3 mag ellipsoidal modulation at half the orbital period (Bailey 1975; Schaefer 2023a). The distance is estimated as 896 ± 22 pc1 from Gaia early data re-lease 3 (eDR3) (Bailer-Jones et al. 2021). Schaefer (2022) es-timated a similar distance of ∼914 pc. T CrB has also been suggested to display dwarf-nova-like outbursts under some con-ditions (Iłkiewicz et al. 2023). Since its 1946 nova event, T CrB has alternated between long quiescent intervals and episodes of enhanced activity",bj_2021,0.5160455703735352,0.29787400364875793
2023JAVSO..51..227B,1,"3-10.0 keV from Tranin et al. (2022). We collected the distances from Gaia parallax measurements corrected for the Gaia zero-point offset, and which used Bayseian analysis to convert the measured parallaxes into inferred distances (Bailer-Jones et al., 2021). Using the flux we calculated the X-ray luminosity for each system. We also obtained the orbital periods of these systems from Ramsay et al. (2018). For the newly discovered AM CVn system, TIC 378898110, we collected the orbital period, X-ray flux and the distance from Green et al",bj_2021,0.0678769126534462,0.03466295823454857
2025A&A...697A..30N,1,"Analogously to Narloch et al. (2024), we applied four dif-ferent approaches to accomplish this: the parallax method, the Astrometry-Based Luminosity (ABL) method (Feast & Catch-pole 1997; Arenou & Luri 1999), and finally geometric and pho-togeometric distances provided by Bailer-Jones et al. (2021). The applied equations used to calculate the absolute magnitudes in each method can be found in Narloch et al. (2024). The range of Gaia DR3 parallaxes of our sample stars, cor-rected for the ZP offset calculated as proposed by Lindegren Article number, page 3 of 21 A&A proofs: manuscript no",bj_2021,0.5535040497779846,0.3847123682498932
2025A&A...697A..30N,2,2.4) have been corrected for the ZP offset based on Lindegren et al. (2021). Geometric and photogeometric dis-tances from Bailer-Jones et al. (2021) already incorporate these corrections. In line with our previous works (Narloch et al,bj_2021,0.6239753365516663,0.4694536626338959
2025A&A...697A..30N,3,"(2019). The absolute magnitudes of our objects were calcu-lated using four methods: the inverse of the Gaia DR3 parallaxes, the ABL method, and geometric and photogeometric distances from Bailer-Jones et al. (2021). Table 1 summarizes the results for all four methods, which can be used depending on the needs. We have manually excluded some stars from the calibration of the PL/PW relations due to reddening issues or likely incorrect Gaia DR3 parallax values (see Sect. 3.2)",bj_2021,0.6578567624092102,0.17168356478214264
2019AJ....158..186K,1,"Now, the Gaia mission provides distances to 1.33 billion stars (Bailer-Jones et al. 2018) with high precision. This rich database provides the unique possibility of obtaining precise global parameters of the components of a large number of eclipsing stars. Its realization requires accurate ground-based photometric observations",bj_2018,0.5795704126358032,0.33792203664779663
2019AJ....158..186K,2,"Based on our solutions and GAIA distances d (Bailer-Jones et al. 2018) we calculated the global parameters (luminosities, radii, and masses) of the target components (Table 6) with the procedure described in Kjurkchieva et al. (2019b). 4",bj_2018,0.8456931710243225,0.5859287977218628
2023A&A...673A..99U,1,"(2020) by using Bayesian-based dis-tance from Bailer-Jones et al. (2018). The median colours of RC stars in the near IR bands J -Ks = 0.62 ± 0.05 mag, are the same for low metallicity and high metallicity RC stars. While, the median value of absolute magnitude in the J-band shows a slight difference, i.e., MJ = -1.05 ± 0.21 for low-α RC stars and MJ = 0.89 ± 0",bj_2018,0.7837861776351929,0.24023915827274323
2023A&A...673A..99U,2,"It con-tains information on 1.8 billion sources ranging from 3 to 21 G-band magnitude. This data release gives full astrometric data (Lindegren et al. 2021) of 1.4 billion sources. We make use of the distance information of Gaia EDR3 stars provided in (Bailer-Jones et al. 2021), and astrophysical parameters from Gaia data release 3 (DR3) (Andrae et al. 2022) to remove foreground and evolved stars contamination. 3",bj_2021,0.8042813539505005,0.22402344644069672
2023A&A...673A..99U,3,"Hence, the APOGEE sample can be used to check the reliability of our cat-alogue distance to about 5 kpc. 4.2.2. Gaia Distances The distance of selected RC stars can also be obtained from Gaia data, i.e., ""geo"" and ""photogeo"" parameters from Bailer-Jones et al. (2021) using Gaia EDR3 data and GSP-Phot distance from Gaia DR3 (Andrae et al. 2022). The most appropriate distance estimator out of the three listed above was checked in Gaia Col-laboration et al. (2022) (see Fig. 6 of their paper) by comparing Article number, page 5 of 11 A&A proofs: manuscript no",bj_2021,0.7463172078132629,0.37709328532218933
2019ApJ...878..155D,1,"Systematics - e.g., parallax and proper motion zero-point offsets measured from distant QSOs - exist in the data (Lindegren et al. 2018), and many objects have high fractional errors (σπ/π) or negative measured parallax. In a Bayesian framework these mea-surements are all useful, and Bailer-Jones et al. (2018) inferred distances for the majority of stars in Gaia DR2 accounting for these effects, using a prior based on the spatial distribution of stars in the galaxy",bj_2018,0.6153972148895264,0.6086621880531311
2019ApJ...878..155D,2,"For stars in the TESS-Gaia cross-match, we calculated the absolute G magnitude: MG = G -5 log10 rest + 5 -AG (2) using the estimated distance rest from Bailer-Jones et al. (2018), and the published estimate of the extinction AG. We also estimated the reddening as E(GBP -GRP ) = AG AG/AV ABP AV -ARP AV  (3) using the estimated extinction AG, and coefficients from Malhan et al. (2018)",bj_2018,0.9206542372703552,0.05367537587881088
2019ApJ...878..155D,3,"Because Sectors 1 and 2 contain both the Small and Large Magellanic Clouds (MCs), the Galactic prior used by Bailer-Jones et al. (2018) is inappropriate for a subset of our sample. Gaia Collaboration et al. (2018b) used data from Gaia DR2 to select likely MC members. For these stars, we adopt distance moduli of 19.05/18.52 for the SMC/LMC respectively (Kov ́acs 2000a,b), and as-sume the values of RV from Gordon et al",bj_2018,0.5949655175209045,0.4933207631111145
2026AJ....171...93L,1,2022; Zhang et al. 2022). The interstellar extinction for these stars was remeasured using our SED fitting method (see Section 3.3) and corrected for the corresponding photometric bands following the extinction law of Wang & Chen (2019). The distances of the stars are adopted from Bailer-Jones et al. (2021). 6 Table 1. Stellar Parameter Space and Sampling of the SED Fitting Stellar Parameters Range Step Extinction AV 0.0-10.0 mag 0.1 mag Effective Temperature Teff 3000-35000 K Variablea Surface Gravity log g 2.0-5.0 0.5 log cm s-2 Metallicity [Fe/H] -0.5-0.5 0.25 dex Alpha Enhancement [α/Fe] 0,bj_2021,0.6328628063201904,0.32718557119369507
2024MNRAS.527.3445G,1,"Its magnitude of G = 14.3 makes it the third-brightest AM CVn binary known by apparent magnitude, after HP Lib (G = 13.6) and the namesake of the class, AM CVn itself (G = 14.0). Its parallax from Gaia EDR3 (Gaia Collabora-tion et al. 2021) implies a distance of 306.2±1.7 pc (Bailer-Jones et al. 2021), making it the 12th closest AM CVn bi-nary. The likely orbital period of TIC 378898110 is ≈22-23 min, placing it in the overlap period range between high-state and outbursting systems. In Section 2 we describe the observations undertaken for this work",bj_2021,0.6297726035118103,0.3313640356063843
2022ApJ...936...48Y,1,"other information, such as the spectroscopy, to make further constraints. In this work, we used the effective temperature Teff from KIC and the luminosity estimated from Gaia to delimit the possible parameter space of KIC 2857323 in the H-R diagram. Using the Gaia EDR3 distance of 1611 ± 28 pc (Bailer-Jones et al. 2021) and the apparent magnitude of V = 13.5 mag, we calculated the absolute magnitude of KIC 2857323 to be MV = 1.82 ± 0.04 mag, if adopting the extinction AV = 0.666. The luminosity was estimated to be log (L/Le) = 1.20 ± 0.032",bj_2021,0.7223489880561829,0.15748906135559082
2022ApJS..262...10K,1,"We also discuss our sample’s color-magnitude diagram and references that indicate the presence of flares, spots, or mass transfer in our systems. Figure 7 shows a histogram of the distances derived from Gaia parallaxes (Bailer-Jones et al. 2021) 0 1000 2000 3000 4000 5000 6000 7000 8000 9000 Distance (pc) 0 5 10 15 20 25 30 # of Core Targets 0 50 100 150 200 250 300 350 400 # of KEBC Systems Core Targets KEBC Systems Figure 7",bj_2021,0.6908181309700012,0.22084760665893555
2019JAVSO..47...43M,1,"Using ROTSE-I sky patrol data, Gettel et al. (2006) found an orbital period of 0.268739 day, a maximum visual magnitude of 11.853, and an amplitude of variation of 0.475 magnitude. The parallax measured by the Gaia spacecraft (DR2) gives a distance of d = 211 pc (Bailer-Jones et al. 2018). Data Release 4 from the Large Sky Area Multi-Object Fiber Spectroscopic Telescope survey (LAMOST) gives a spectral type of K2 (Luo et al. 2015). A ROSAT (Röntgen Satellite) survey of contact binary stars confirmed x-ray emission from V384 Ser (Geske et al. 2006)",bj_2018,0.16427969932556152,0.13133729994297028
2019JAVSO..47...43M,2,"The estimated absolute stellar parameters are collected in Table 4. The luminosity of V384 Ser was calculated from the measured distance, the observed apparent V magnitude, and the bolometric correction (BCv). The Gaia parallax (DR2) gives a distance of d = 211 ± 2 pc (Bailer-Jones et al. 2018). The observed visual magnitude was determined from the DS2 observations using the average g' and r' passband values and the transformation equation of Jester et al. (2005), V = g' - 0.59 (g' - r' ) - 0.1. (7) The resulting magnitude, V = 12.01 ± 0",bj_2018,0.7222740650177002,0.3390667736530304
2024arXiv241212304T,1,2023b; Nepal et al. 2024). These were then cross-matched with the Gaia EDR3 catalog using TOPCAT (Taylor 2005) to acquire Bailer-Jones photo-geometric distances (Bailer-Jones et al. 2021) and se-lected the stars with d/duncert > 5,bj_2021,0.7419617772102356,0.3776770532131195
2025arXiv251107596A,1,"Specifically, S (m) ≈ (1 if 14 ≤mr(mag) ≤16.5 and π > 0.2 mas 0 otherwise (B.2) For every isochrone, we choose the exponentially decreas-ing volume density prior to predict the distances, that is p(ρ) ∝ ρ2 exp (-ρ/L). Bailer-Jones (2015) assessed the efficiency of this prior on the inference of distances from parallaxes. Stellar isochrones predicts the position in the CAMD of stars of any metallicity, mass and age",bj_2015,0.43295860290527344,0.39073094725608826
2024A&A...684A..70L,1,"4). They computed the stellar positions (Galac-tocentric Cartesian X, Y, and Z positions, and cylindrical radius R) as well as the Galactocentric cylindrical velocities (Vr, Vφ and VZ) using the astrometric parameter from Gaia EDR3 (Gaia Col-laboration et al. 2021) as well as distances computed by Bailer-Jones et al. (2021). Fig. 9 displays the velocity components in a Toomre diagram. This diagram is used extensively to identify the main components of our Galaxy, such as the thin and thick disks and the halo, using only kinematics",bj_2021,0.5099567174911499,0.16582860052585602
2025ApJ...987...23C,1,"SPICY 95397: This source is classified as Class II YSO in SPICY. The observation of 13CO ∆ν = 2 transitions bandhead absorption, is a clear indicator of the evolved nature of the source. The only distance information comes from the Gaia parallax of the source, with d= 1.2±0.2 kpc (Bailer-Jones et al. 2021). The search for FUor outbursts 29 SPICY 100587: Classified as a FUor in Contreras Pe ̃na et al. (2023a). This is a Class II YSO in SPICY. Kuhn et al. (2021) finds an association with group G45.8-0.4, a cluster with 78 sources. However, only one source has a full Gaia astrometric solution",bj_2021,0.3825094401836395,0.10189110040664673
2025ApJ...987...23C,2,"SPICY 111302: This source is classified as Class II YSO in SPICY (α = -1.4). The observation of 13CO ∆ν = 2 bandhead emission is a clear indicator of the evolved nature of the source. The only distance information comes from the Gaia parallax of the source, with d= 2.2±0.3 kpc (Bailer-Jones et al. 2021). REFERENCES Alonso-Garc ́ıa, J., Mateo, M., Sen, B., et al. 2012, AJ, 143, 70, doi: 10.1088/0004-6256/143/3/70 Andre, P., Ward-Thompson, D., & Barsony, M. 1993, ApJ, 406, 122, doi: 10.1086/172425 Ashraf, M., Jose, J., Lee, H.-G., et al. 2024, MNRAS, 527, 11651, doi: 10",bj_2021,0.4105643332004547,0.3716301918029785
2025ApJ...987...23C,3,"(2024a) of dSFR = 9.1 kpc and dRV = 8.3 kpc. SPICY 65417: This is a Class II YSO, with no group association in the SPICY catalogue. It was also classified as a candidate YSO in Marton et al. (2019). The only information in distance arises from Bailer-Jones et al. (2021) with d= 7.39+2.42 -2.06 kpc. SPICY 68600: This Class II YSO from the SPICY catalogue is also classified as a candidate YSO in Marton et al. (2019). This source is also part of the analysis of Vioque et al. (2020), where is classified as a non-YSO. Robitaille et al",bj_2021,0.0696592628955841,0.024912893772125244
2025ApJ...987...23C,4,"This source is also part of the analysis of Vioque et al. (2020), where is classified as a non-YSO. Robitaille et al. (2008) designates this object as a candidate AGB star due to its [8.0] -[24] colour being lower than 2.5 mag. This object is not part of any clusters from the SPICY catalogue. Bailer-Jones et al. (2021) provides a distance of d= 4.29+4.05 -2.14 kpc. SPICY 68696: Class II YSO with no group association from the SPICY catalogue. Also classified as a candidate YSO in Marton et al. (2019). This is also part of the sample of intrinsically ref objects of Robitaille et al",bj_2021,0.4804883897304535,0.14455272257328033
2025ApJ...987...23C,5,Also classified as a candidate YSO in Marton et al. (2019). This is also part of the sample of intrinsically ref objects of Robitaille et al. (2008) where is classified as a candidate AGB star based on its [8.0] -[24] colour. Bailer-Jones et al. (2021) provides a distance of d= 6.96+2.84 -2.52 kpc. SPICY 87894: IRAS 18341-0113N is part of the sample of Connelley & Greene (2010). It is classified as a Class I YSO in both Connelley & Greene (2010) and Kuhn et al. (2021). The source is part of the G29.9+2,bj_2021,0.26796430349349976,0.14244580268859863
